number,count,count2,count3
4368,1268,116,563
4369,231,774,812
4370,454,550,889
4371,460,749,187
4372,1451,127,457
4373,311,19,923
4374,1409,87,1140
4375,1131,174,193
4376,980,242,981
4377,318,166,1462
4378,631,775,179
4379,1733,626,884
4380,811,104,999
4381,1109,124,480
4382,730,323,382
4383,1821,312,84
4384,1413,97,972
4385,1421,509,1163
4386,1860,694,41
4387,386,267,742
4388,1856,351,131
4389,744,595,832
4390,1075,290,996
4391,1094,20,1035
4392,1949,87,336
4393,630,35,1462
4394,1717,230,1174
4395,653,218,506
4396,433,598,1140
4397,56,717,1416
4398,333,263,234
4399,1803,750,841
4400,972,751,1397
4401,312,360,1355
4402,1449,223,613
4403,1983,136,185
4404,1482,51,132
4405,681,251,1205
4406,1948,184,1004
4407,997,359,1498
4408,1201,147,637
4409,629,83,1441
4410,1230,760,14
4411,184,426,1263
4412,1458,348,1362
4413,1951,175,1045
4414,1879,625,1367
4415,1857,396,616
4416,1574,452,14
4417,621,790,784
4418,943,718,293
4419,1444,562,1386
4420,707,260,746
4421,660,411,1027
4422,312,781,1250
4423,29,91,367
4424,83,333,1072
4425,327,753,947
4426,802,737,1202
4427,1814,381,1447
4428,479,525,249
4429,1669,198,1369
4430,82,311,347
4431,422,382,1110
4432,1455,557,1468
4433,1267,277,710
4434,1451,359,1164
4435,510,337,154
4436,1988,45,1232
4437,1229,546,990
4438,59,631,508
4439,1197,350,491
4440,1368,508,42
4441,549,435,284
4442,1103,322,1121
4443,721,194,898
4444,521,492,609
4445,1264,487,1496
4446,252,675,403
4447,1585,575,1141
4448,219,214,320
4449,1639,172,361
4450,1951,22,1061
4451,1344,288,1180
4452,78,341,772
4453,1832,365,598
4454,664,96,30
4455,1694,324,1204
4456,863,327,74
4457,138,597,682
4458,405,722,388
4459,172,427,891
4460,1085,286,1
4461,271,416,679
4462,1782,286,29
4463,276,713,1256
4464,1780,192,1348
4465,1450,75,286
4466,1225,793,1207
4467,336,530,1474
4468,1825,354,132
4469,696,714,1119
4470,360,260,1487
4471,1325,231,1307
4472,1159,431,1189
4473,461,780,1046
4474,1358,442,616
4475,1007,372,1376
4476,683,793,516
4477,914,764,199
4478,1270,784,366
4479,1052,630,1066
4480,1120,573,86
4481,221,429,1000
4482,1290,314,359
4483,1488,286,281
4484,883,148,671
4485,88,418,1205
4486,766,551,89
4487,352,612,1468
4488,1195,73,229
4489,759,779,664
4490,1510,272,777
4491,1835,178,1032
4492,1028,413,744
4493,304,483,523
4494,430,269,897
4495,1761,732,1081
4496,1308,685,235
4497,1374,508,861
4498,1162,713,1441
4499,769,185,869
4500,1943,346,33
4501,925,497,1027
4502,803,329,1157
4503,1149,781,424
4504,1733,629,1453
4505,1275,509,1282
4506,21,788,57
4507,1412,473,808
4508,843,619,881
4509,33,199,701
4510,1669,14,1285
4511,1316,376,522
4512,217,98,388
4513,725,385,967
4514,1471,496,449
4515,419,729,574
4516,1715,752,892
4517,1753,187,346
4518,349,58,1423
4519,930,414,1170
4520,1809,384,643
4521,1460,754,1445
4522,1817,84,803
4523,1435,93,1421
4524,967,275,364
4525,909,92,798
4526,1567,151,489
4527,448,645,322
4528,1652,115,1050
4529,806,671,1258
4530,1860,348,1150
4531,201,595,191
4532,820,633,887
4533,715,778,1049
4534,329,743,1427
4535,1045,316,948
4536,422,635,898
4537,728,1,1007
4538,553,590,45
4539,1361,9,41
4540,1362,407,1239
4541,1212,726,1052
4542,1860,291,1050
4543,1953,107,534
4544,874,449,51
4545,1123,517,1397
4546,444,476,394
4547,1009,533,284
4548,911,350,998
4549,75,168,1277
4550,726,394,137
4551,1753,247,265
4552,98,754,1409
4553,501,108,481
4554,444,627,369
4555,358,57,110
4556,830,602,1080
4557,1704,433,58
4558,1766,253,690
4559,1057,432,1221
4560,1481,531,921
4561,1015,383,1338
4562,1674,789,889
4563,1505,472,294
4564,488,267,343
4565,1045,366,121
4566,1215,775,748
4567,1257,394,927
4568,926,724,804
4569,1265,109,96
4570,879,794,660
4571,1146,699,27
4572,494,604,1388
4573,723,342,1002
4574,765,376,223
4575,356,535,1323
4576,1292,799,1146
4577,1763,515,1384
4578,718,366,573
4579,182,582,101
4580,754,713,1120
4581,386,488,1226
4582,519,529,688
4583,137,165,133
4584,741,66,803
4585,722,222,795
4586,1578,188,1108
4587,364,762,1313
4588,366,52,1267
4589,846,291,131
4590,514,454,143
4591,796,155,548
4592,187,27,408
4593,1411,178,565
4594,1249,181,389
4595,29,797,893
4596,1938,216,764
4597,24,23,1213
4598,905,339,1171
4599,809,66,1152
4600,632,147,632
4601,801,650,1091
4602,1593,33,1265
4603,533,530,418
4604,1251,502,1172
4605,1366,118,261
4606,59,427,1491
4607,1446,11,654
4608,1465,386,1296
4609,246,217,868
4610,982,687,681
4611,1224,475,1297
4612,221,172,805
4613,1120,377,1405
4614,643,490,929
4615,1391,179,1287
4616,41,405,1459
4617,181,775,803
4618,839,442,113
4619,1466,367,1490
4620,657,266,879
4621,397,689,319
4622,1134,244,90
4623,1299,661,1492
4624,1399,735,928
4625,1803,159,312
4626,1709,228,591
4627,481,500,1326
4628,1659,745,1355
4629,1177,782,810
4630,1955,797,1348
4631,932,412,12
4632,767,326,836
4633,1315,408,1282
4634,763,327,875
4635,806,408,774
4636,1895,645,441
4637,732,256,36
4638,332,262,588
4639,459,488,609
4640,492,787,736
4641,659,633,662
4642,891,140,930
4643,629,362,17
4644,1551,108,1154
4645,1804,518,180
4646,1108,32,705
4647,1062,78,115
4648,1932,21,2
4649,1826,573,517
4650,1214,375,1069
4651,1591,705,932
4652,1353,72,1475
4653,539,787,1318
4654,1798,108,1084
4655,1358,666,1239
4656,1094,785,763
4657,1349,632,73
4658,221,518,1369
4659,170,268,287
4660,498,419,1432
4661,574,770,765
4662,1284,173,529
4663,482,774,229
4664,209,740,1092
4665,13,381,582
4666,967,655,1314
4667,1764,714,1003
4668,359,425,303
4669,1467,609,996
4670,715,449,38
4671,1934,304,309
4672,89,411,762
4673,1478,389,1055
4674,1372,305,440
4675,885,690,1178
4676,932,160,417
4677,1874,551,1473
4678,149,56,452
4679,954,798,829
4680,1129,89,591
4681,1813,722,1356
4682,442,353,762
4683,759,763,1397
4684,1013,416,1391
4685,797,398,148
4686,1441,326,774
4687,1829,271,722
4688,780,35,691
4689,1674,559,941
4690,1048,630,94
4691,509,52,1078
4692,152,617,25
4693,1038,708,706
4694,120,70,1140
4695,297,562,1364
4696,806,648,146
4697,168,474,1048
4698,528,732,1015
4699,215,214,288
4700,1496,95,422
4701,742,477,66
4702,948,658,851
4703,760,641,556
4704,1684,91,19
4705,1782,75,1477
4706,1709,667,278
4707,1040,37,1176
4708,703,32,926
4709,1692,383,773
4710,105,447,224
4711,1816,316,1225
4712,231,126,1063
4713,67,9,236
4714,902,443,1082
4715,6,443,100
4716,854,692,23
4717,1113,359,1449
4718,482,176,99
4719,1866,188,25
4720,1024,576,717
4721,1404,469,564
4722,175,466,277
4723,1992,193,1204
4724,1319,23,772
4725,363,245,836
4726,919,358,545
4727,157,501,1015
4728,1875,211,153
4729,1135,595,1227
4730,1016,377,516
4731,413,528,682
4732,925,149,1282
4733,941,644,1105
4734,1680,687,554
4735,493,485,614
4736,1401,342,1064
4737,1882,460,158
4738,1786,56,941
4739,103,637,465
4740,1624,668,985
4741,270,39,101
4742,114,110,993
4743,939,791,1008
4744,1652,536,1255
4745,1129,296,994
4746,600,309,956
4747,1710,10,805
4748,287,328,526
4749,1683,682,1422
4750,170,208,589
4751,1007,386,1109
4752,416,567,727
4753,134,153,752
4754,951,316,952
4755,1500,480,865
4756,1056,481,1423
4757,1592,335,568
4758,572,118,1084
4759,1029,100,1347
4760,1830,184,886
4761,463,646,409
4762,848,342,574
4763,597,275,72
4764,922,623,1479
4765,524,791,77
4766,1899,14,330
4767,234,658,284
4768,619,54,1313
4769,1251,230,791
4770,677,315,1175
4771,1817,87,710
4772,778,140,603
4773,1591,680,102
4774,60,268,1070
4775,602,188,541
4776,1813,244,815
4777,566,612,179
4778,1418,243,265
4779,1977,509,653
4780,996,297,1276
4781,1599,760,1227
4782,527,297,783
4783,740,82,1407
4784,608,272,1386
4785,778,330,1259
4786,1818,586,553
4787,1011,105,868
4788,1552,174,194
4789,1505,296,1001
4790,301,187,201
4791,1534,497,1138
4792,664,718,215
4793,1435,229,1022
4794,377,93,266
4795,1773,233,582
4796,1399,250,66
4797,1223,669,862
4798,297,692,612
4799,953,614,348
4800,1779,85,567
4801,1395,411,423
4802,235,48,426
4803,1079,777,1355
4804,1689,556,825
4805,780,442,1194
4806,1429,379,1348
4807,399,216,781
4808,203,23,148
4809,1719,123,315
4810,1603,517,1282
4811,1126,103,74
4812,410,311,162
4813,1116,498,648
4814,1670,13,429
4815,1056,556,675
4816,149,344,1457
4817,700,495,604
4818,676,497,1113
4819,1285,456,1469
4820,1648,48,869
4821,1205,368,235
4822,28,619,1086
4823,1245,202,847
4824,295,532,926
4825,1926,33,1086
4826,1168,717,1470
4827,1758,167,730
4828,131,746,250
4829,932,631,9
4830,1928,694,475
4831,724,408,1189
4832,1847,776,372
4833,249,798,1099
4834,843,221,1373
4835,440,176,1178
4836,472,355,245
4837,1474,226,100
4838,1519,93,381
4839,176,225,1411
4840,264,528,633
4841,691,174,946
4842,1594,539,414
4843,478,329,951
4844,917,424,770
4845,1593,205,967
4846,41,432,928
4847,579,248,1233
4848,1937,346,296
4849,1472,546,550
4850,847,770,1090
4851,857,240,1367
4852,974,736,445
4853,1968,800,43
4854,687,312,1375
4855,466,422,404
4856,778,527,278
4857,1048,377,628
4858,714,334,566
4859,1181,299,1301
4860,1594,577,134
4861,1203,55,1148
4862,1128,610,531
4863,1343,539,472
4864,404,300,667
4865,987,741,1290
4866,739,99,532
4867,276,770,1281
4868,1172,779,1017
4869,1745,296,1278
4870,340,776,331
4871,194,414,718
4872,908,690,559
4873,1599,133,891
4874,311,514,315
4875,840,265,1471
4876,95,369,400
4877,885,336,823
4878,1508,345,652
4879,1020,295,377
4880,54,191,1147
4881,24,444,681
4882,529,267,949
4883,1509,680,1351
4884,1001,510,1336
4885,734,423,839
4886,1763,235,610
4887,463,217,232
4888,1895,238,105
4889,387,205,1484
4890,1478,753,693
4891,1418,174,423
4892,1574,772,832
4893,160,237,1095
4894,733,616,1422
4895,1322,150,962
4896,1432,402,767
4897,1166,36,707
4898,1170,477,1160
4899,164,750,1493
4900,71,218,1043
4901,1865,433,1422
4902,1273,41,235
4903,1375,665,592
4904,1349,769,1395
4905,1575,123,77
4906,1735,627,1312
4907,486,24,1404
4908,1887,668,800
4909,540,356,349
4910,1247,409,106
4911,814,423,34
4912,657,445,1129
4913,743,342,525
4914,1446,318,896
4915,678,100,1179
4916,700,72,182
4917,57,420,1281
4918,413,21,614
4919,651,795,805
4920,838,687,1109
4921,394,753,622
4922,1990,667,566
4923,904,591,424
4924,949,344,121
4925,93,105,1266
4926,1223,752,1187
4927,1878,20,1306
4928,1993,210,1295
4929,1404,392,208
4930,599,56,1022
4931,538,686,1477
4932,1975,597,305
4933,1436,413,963
4934,1472,12,723
4935,687,469,160
4936,1146,21,1249
4937,1825,489,410
4938,102,155,1396
4939,55,706,1125
4940,1591,651,618
4941,579,6,770
4942,426,77,1315
4943,1909,772,322
4944,1230,570,166
4945,1235,139,796
4946,1080,292,890
4947,581,54,1337
4948,183,76,1106
4949,38,548,489
4950,1220,697,855
4951,635,511,1333
4952,1551,202,1050
4953,1710,719,849
4954,1207,438,978
4955,347,84,443
4956,1433,207,527
4957,170,178,753
4958,1248,452,1285
4959,1687,195,432
4960,1381,273,267
4961,1747,572,56
4962,1959,384,1297
4963,1441,204,550
4964,1354,145,569
4965,472,334,1412
4966,1840,739,404
4967,1501,90,1015
4968,1368,376,756
4969,317,108,181
4970,1847,90,453
4971,1963,286,1260
4972,1226,456,1399
4973,857,127,850
4974,1549,672,14
4975,1983,167,893
4976,1490,401,462
4977,761,465,1147
4978,11,499,72
4979,1401,411,350
4980,1507,193,889
4981,1462,459,1230
4982,871,495,680
4983,178,187,366
4984,1945,66,949
4985,766,319,22
4986,1885,485,151
4987,751,419,1151
4988,780,650,1294
4989,915,234,930
4990,1240,370,1366
4991,1356,246,1062
4992,1153,158,844
4993,810,666,715
4994,1129,308,240
4995,1973,191,1300
4996,958,134,862
4997,64,338,324
4998,1608,103,366
4999,1617,522,453
5000,1095,92,1357
5001,146,403,513
5002,446,639,384
5003,1684,671,1369
5004,532,99,679
5005,1901,676,126
5006,254,491,1401
5007,1671,119,1215
5008,273,736,158
5009,19,72,1319
5010,1642,561,633
5011,487,305,791
5012,1822,23,759
5013,749,139,1455
5014,1661,595,1185
5015,1947,7,938
5016,273,521,375
5017,703,162,999
5018,832,196,1054
5019,1100,492,396
5020,91,415,1416
5021,589,520,187
5022,1822,654,654
5023,248,425,1219
5024,1032,476,702
5025,23,754,1111
5026,49,756,1337
5027,1593,457,874
5028,1139,725,667
5029,98,15,1459
5030,88,310,1342
5031,652,470,536
5032,672,634,652
5033,1430,401,934
5034,331,278,837
5035,1545,6,1495
5036,1308,427,235
5037,59,238,344
5038,147,317,134
5039,1183,308,1325
5040,1978,326,341
5041,1870,623,1182
5042,1382,796,823
5043,1340,652,278
5044,809,582,728
5045,1097,673,866
5046,731,154,1365
5047,1248,551,383
5048,1376,206,1374
5049,1889,728,1009
5050,1069,744,1004
5051,756,57,367
5052,791,46,213
5053,1198,540,1190
5054,362,273,117
5055,11,402,1300
5056,1087,467,1098
5057,68,708,420
5058,1952,341,1314
5059,1443,57,154
5060,204,511,822
5061,1806,483,193
5062,251,525,552
5063,1041,538,882
5064,550,431,673
5065,1177,78,1395
5066,1001,229,846
5067,306,514,92
5068,700,712,379
5069,418,583,222
5070,114,551,1040
5071,1938,68,237
5072,145,7,1390
5073,1087,362,1193
5074,1775,644,769
5075,123,281,1444
5076,1065,137,473
5077,396,128,877
5078,1233,113,635
5079,1671,131,482
5080,1465,13,831
5081,1542,14,1314
5082,986,331,428
5083,169,330,1096
5084,1744,296,802
5085,510,366,631
5086,163,553,610
5087,1872,541,619
5088,1898,545,1224
5089,796,411,470
5090,1030,625,841
5091,551,540,921
5092,1177,153,1244
5093,423,786,1167
5094,1386,512,342
5095,1858,415,1421
5096,430,329,1093
5097,1094,379,636
5098,1877,250,212
5099,587,278,1447
5100,1239,214,350
5101,1523,651,1315
5102,715,287,466
5103,609,359,63
5104,872,375,1280
5105,1465,494,719
5106,969,161,548
5107,773,46,151
5108,1203,251,1353
5109,1423,57,842
5110,34,579,708
5111,1413,182,687
5112,299,488,608
5113,274,782,716
5114,1795,82,769
5115,1250,512,587
5116,533,346,577
5117,1770,273,56
5118,911,412,1218
5119,1817,614,186
5120,1966,19,1139
5121,1975,605,214
5122,251,436,1490
5123,295,429,983
5124,577,146,180
5125,1263,26,252
5126,345,392,404
5127,1603,609,70
5128,700,444,1443
5129,1041,34,873
5130,1374,508,750
5131,1216,390,1053
5132,1291,510,262
5133,1134,451,1277
5134,390,324,1088
5135,820,248,726
5136,1888,416,703
5137,202,342,48
5138,1330,572,88
5139,188,527,707
5140,582,538,840
5141,1541,623,984
5142,1251,41,1053
5143,1570,546,807
5144,1197,406,946
5145,739,437,96
5146,875,596,275
5147,415,419,875
5148,492,384,1231
5149,1983,137,543
5150,48,364,249
5151,653,668,339
5152,1802,214,1311
5153,1418,171,983
5154,1575,316,1175
5155,238,254,798
5156,334,503,684
5157,1478,745,742
5158,225,12,1495
5159,1970,349,1222
5160,471,575,1278
5161,1240,375,658
5162,1068,456,137
5163,391,480,1382
5164,264,168,1069
5165,769,208,1465
5166,175,593,251
5167,1998,437,1268
5168,1664,115,89
5169,1274,157,1117
5170,160,46,866
5171,1526,61,1104
5172,1391,658,1095
5173,1568,105,478
5174,242,194,686
5175,826,735,540
5176,369,403,475
5177,1383,63,123
5178,1405,752,721
5179,1202,763,907
5180,1740,235,1109
5181,1448,380,135
5182,1803,683,1416
5183,419,3,1071
5184,534,266,621
5185,8,380,810
5186,410,277,736
5187,1411,674,449
5188,1801,759,676
5189,1803,465,961
5190,474,767,480
5191,1508,605,207
5192,1706,477,1372
5193,1269,380,589
5194,151,345,830
5195,1454,97,750
5196,230,338,849
5197,676,739,347
5198,1167,652,1143
5199,64,558,1004
5200,309,601,956
5201,1741,530,765
5202,117,617,661
5203,1719,459,31
5204,894,561,99
5205,1862,208,1429
5206,1668,644,1001
5207,1986,349,1052
5208,168,279,463
5209,908,580,1430
5210,1926,418,382
5211,791,120,588
5212,231,242,91
5213,1821,227,1165
5214,1166,555,1425
5215,1323,715,1266
5216,1629,573,405
5217,1840,455,392
5218,312,636,1109
5219,386,761,452
5220,1766,75,118
5221,1486,205,1304
5222,1783,642,339
5223,1845,310,1231
5224,124,622,93
5225,1562,792,1338
5226,1133,731,460
5227,1622,272,874
5228,451,506,1052
5229,1851,144,43
5230,539,129,229
5231,537,279,213
5232,24,355,887
5233,1740,206,1469
5234,974,760,851
5235,1691,429,1238
5236,1458,708,1063
5237,956,4,967
5238,1718,223,1228
5239,1047,129,1372
5240,884,63,712
5241,1241,735,1418
5242,1367,581,408
5243,715,96,411
5244,240,511,1462
5245,165,153,291
5246,553,138,1267
5247,1174,734,1390
5248,162,684,188
5249,47,638,98
5250,448,429,871
5251,675,720,270
5252,957,117,746
5253,104,740,657
5254,1877,86,1447
5255,1247,81,777
5256,105,693,761
5257,681,42,683
5258,1668,23,1398
5259,1865,638,647
5260,304,371,1346
5261,1124,437,381
5262,699,81,66
5263,789,668,553
5264,213,302,774
5265,1847,69,110
5266,1146,395,1197
5267,352,48,1363
5268,411,47,698
5269,736,401,1443
5270,978,248,631
5271,1031,416,35
5272,1534,526,504
5273,664,303,1457
5274,12,308,57
5275,9,28,1087
5276,219,186,331
5277,674,705,513
5278,1245,160,677
5279,719,412,1248
5280,715,45,761
5281,988,415,1135
5282,524,753,881
5283,1724,290,1183
5284,228,520,880
5285,1291,711,257
5286,758,260,758
5287,1227,701,408
5288,508,251,921
5289,1324,92,867
5290,848,28,980
5291,588,84,1324
5292,1652,553,1024
5293,881,590,1358
5294,92,604,229
5295,644,90,519
5296,706,429,417
5297,1482,624,576
5298,383,132,453
5299,1227,528,110
5300,1493,593,550
5301,160,776,296
5302,303,783,1350
5303,490,121,623
5304,766,473,1437
5305,887,148,1195
5306,626,146,1006
5307,1883,589,1054
5308,565,244,413
5309,305,600,378
5310,642,7,108
5311,1150,168,1043
5312,848,403,1415
5313,1847,48,483
5314,1394,74,134
5315,517,721,514
5316,904,122,1137
5317,1319,665,896
5318,1269,471,447
5319,1174,210,1340
5320,1775,255,1101
5321,310,163,660
5322,130,265,941
5323,528,80,1406
5324,1132,242,647
5325,694,733,1246
5326,427,643,534
5327,153,484,133
5328,1193,100,93
5329,1621,775,788
5330,1259,292,1174
5331,579,305,20
5332,1561,607,1239
5333,1947,173,852
5334,128,47,1341
5335,1591,781,1471
5336,1457,266,602
5337,1233,644,692
5338,638,696,631
5339,669,297,1068
5340,1757,716,766
5341,899,255,168
5342,459,750,1186
5343,1623,113,1279
5344,181,317,87
5345,831,75,307
5346,1324,762,659
5347,952,166,873
5348,1754,308,660
5349,1773,207,961
5350,624,373,837
5351,1323,265,555
5352,360,507,895
5353,406,58,1400
5354,330,553,1246
5355,649,573,57
5356,1872,510,1103
5357,896,427,686
5358,104,785,1209
5359,343,618,511
5360,1429,676,168
5361,436,246,206
5362,1487,388,518
5363,1611,310,857
5364,257,652,1330
5365,529,290,562
5366,1862,422,1344
5367,1394,639,547
5368,1873,718,1167
5369,1964,339,582
5370,137,321,785
5371,259,347,1162
5372,1037,766,805
5373,647,257,1055
5374,1488,85,1251
5375,1982,431,1011
5376,1834,131,1443
5377,84,62,838
5378,1501,173,306
5379,1859,533,422
5380,1202,152,167
5381,632,96,1109
5382,1359,457,528
5383,1590,178,590
5384,439,534,138
5385,1088,91,187
5386,266,482,237
5387,360,299,1091
5388,778,290,123
5389,1238,521,37
5390,869,260,1438
5391,1243,788,108
5392,847,333,1376
5393,192,708,1102
5394,1807,782,1117
5395,1143,788,1275
5396,526,115,876
5397,411,778,119
5398,716,532,1365
5399,792,546,873
5400,1508,656,1314
5401,1831,543,1356
5402,1525,166,1325
5403,99,39,632
5404,1829,296,1265
5405,655,125,1415
5406,378,90,1352
5407,1899,45,781
5408,989,132,471
5409,1816,379,152
5410,263,144,1199
5411,1186,82,9
5412,1559,80,773
5413,366,344,323
5414,291,134,385
5415,446,435,1293
5416,1630,476,192
5417,1437,184,1383
5418,157,167,546
5419,1858,202,501
5420,116,102,1482
5421,63,201,210
5422,1508,218,725
5423,401,114,1302
5424,1350,62,1060
5425,114,7,1478
5426,1956,721,1270
5427,1250,177,1308
5428,768,341,625
5429,1646,156,1099
5430,883,585,412
5431,1034,641,1467
5432,1982,511,1394
5433,846,267,173
5434,1974,32,329
5435,358,391,36
5436,795,149,1471
5437,285,648,1102
5438,512,527,905
5439,620,39,122
5440,975,232,713
5441,604,648,805
5442,48,794,434
5443,777,326,1286
5444,701,44,360
5445,1937,549,180
5446,571,341,1125
5447,835,416,92
5448,1031,776,653
5449,1519,612,281
5450,1411,58,574
5451,1852,639,1140
5452,1612,672,848
5453,1099,765,1069
5454,1054,660,294
5455,1279,362,1175
5456,833,365,239
5457,1260,556,1198
5458,544,148,805
5459,640,108,731
5460,1717,711,1355
5461,264,56,1405
5462,1886,200,768
5463,1374,792,613
5464,1273,374,802
5465,817,392,322
5466,1690,371,1252
5467,340,138,1225
5468,148,605,968
5469,237,576,1124
5470,469,225,555
5471,486,207,1240
5472,951,344,874
5473,1,409,707
5474,317,790,434
5475,1556,631,1351
5476,1441,422,486
5477,1134,198,456
5478,1537,643,101
5479,620,357,450
5480,489,303,1205
5481,397,137,821
5482,843,221,55
5483,1984,223,1228
5484,693,348,1042
5485,60,153,984
5486,270,401,673
5487,609,467,1175
5488,687,249,125
5489,814,526,1428
5490,81,297,202
5491,71,216,535
5492,830,368,1390
5493,1325,136,1250
5494,617,304,154
5495,1255,473,692
5496,578,351,787
5497,1836,551,1037
5498,1480,463,1396
5499,287,638,462
5500,1421,248,443
5501,841,344,861
5502,1505,745,1066
5503,399,432,1017
5504,649,689,479
5505,746,129,722
5506,1009,698,517
5507,1279,738,881
5508,1130,539,781
5509,440,794,388
5510,1188,483,261
5511,1533,657,1382
5512,1278,390,790
5513,1073,30,382
5514,1663,704,293
5515,1240,786,174
5516,423,196,234
5517,571,614,455
5518,1226,487,784
5519,1368,665,481
5520,68,568,1277
5521,1583,266,791
5522,227,511,1066
5523,893,67,456
5524,701,358,1272
5525,897,726,795
5526,238,549,1434
5527,1863,354,481
5528,587,744,51
5529,1058,534,742
5530,1156,128,533
5531,1435,158,1235
5532,521,26,96
5533,1375,145,915
5534,238,421,1410
5535,450,281,662
5536,1044,584,311
5537,1054,516,566
5538,1393,592,1418
5539,1355,374,443
5540,1517,513,819
5541,1967,768,743
5542,1515,619,1435
5543,1819,114,759
5544,1641,320,505
5545,702,151,744
5546,1093,595,803
5547,767,227,940
5548,1540,788,298
5549,659,383,800
5550,1189,46,312
5551,1316,20,1124
5552,1088,418,86
5553,1349,644,527
5554,1362,330,464
5555,1311,120,1491
5556,1499,339,1040
5557,2,692,73
5558,1714,556,494
5559,1302,91,228
5560,527,337,1166
5561,1348,718,797
5562,1323,782,938
5563,1870,487,547
5564,1075,405,420
5565,1184,274,1389
5566,1761,93,672
5567,1125,689,168
5568,898,598,121
5569,430,702,1112
5570,1810,142,596
5571,1804,173,36
5572,1801,210,171
5573,1021,400,1090
5574,831,25,96
5575,1420,440,300
5576,1044,160,716
5577,1699,10,659
5578,1140,307,224
5579,1386,494,1371
5580,1152,742,612
5581,502,611,177
5582,1698,752,138
5583,1391,758,415
5584,1824,121,240
5585,72,711,523
5586,1453,6,1306
5587,40,431,1295
5588,540,415,595
5589,161,191,1083
5590,627,210,657
5591,1167,34,658
5592,736,142,1046
5593,354,173,902
5594,1699,262,22
5595,1566,44,1125
5596,1231,262,303
5597,838,328,43
5598,1204,677,778
5599,1326,541,1488
5600,1231,676,743
5601,1115,196,1226
5602,844,53,1170
5603,1407,710,161
5604,215,96,1191
5605,1496,365,883
5606,696,297,753
5607,362,611,1467
5608,639,608,491
5609,1296,750,1412
5610,1385,454,1062
5611,334,81,296
5612,465,185,388
5613,569,654,1303
5614,698,421,636
5615,931,21,980
5616,55,594,820
5617,170,417,717
5618,1970,579,829
5619,1339,588,505
5620,1930,593,950
5621,155,81,610
5622,1958,510,1499
5623,1363,746,1401
5624,593,469,925
5625,1948,782,584
5626,1954,446,400
5627,546,53,1097
5628,1560,266,635
5629,1948,304,754
5630,1670,433,294
5631,1512,683,1034
5632,629,271,693
5633,42,122,272
5634,1673,307,1214
5635,1372,173,1152
5636,346,472,1116
5637,1668,4,194
5638,1829,366,1266
5639,1926,581,92
5640,414,195,462
5641,1260,520,1432
5642,1113,362,1075
5643,1061,490,902
5644,156,787,678
5645,309,125,902
5646,557,617,329
5647,119,489,72
5648,578,590,504
5649,1641,103,1278
5650,827,655,1195
5651,578,396,1397
5652,710,683,982
5653,1909,84,1120
5654,1074,63,522
5655,12,49,824
5656,1932,625,1251
5657,1130,661,587
5658,1449,526,1156
5659,700,272,272
5660,1055,560,871
5661,902,648,448
5662,1556,502,906
5663,935,598,323
5664,129,114,881
5665,1152,381,286
5666,130,727,1399
5667,180,2,378
5668,1367,11,722
5669,1230,703,635
5670,1452,271,1442
5671,283,111,372
5672,781,515,1455
5673,1258,486,489
5674,1707,114,752
5675,376,608,753
5676,755,626,232
5677,1830,682,927
5678,778,458,610
5679,1246,636,803
5680,1402,373,681
5681,411,71,216
5682,638,517,732
5683,1775,752,173
5684,845,720,1014
5685,301,91,1205
5686,625,65,148
5687,1541,238,1088
5688,1156,513,944
5689,1774,761,1232
5690,1930,463,536
5691,130,22,865
5692,597,360,967
5693,171,758,565
5694,1343,89,715
5695,1403,255,1328
5696,740,168,1202
5697,591,797,1311
5698,568,228,172
5699,314,351,245
5700,1149,712,1427
5701,1058,263,199
5702,883,15,257
5703,1221,203,1466
5704,1568,508,1031
5705,1053,121,17
5706,225,99,799
5707,59,207,745
5708,647,791,467
5709,1967,428,1009
5710,923,645,567
5711,1139,522,1264
5712,1198,168,1205
5713,1079,569,611
5714,642,78,607
5715,1079,425,1403
5716,1572,753,151
5717,1382,642,160
5718,579,591,854
5719,1702,676,640
5720,1935,474,28
5721,280,606,1445
5722,586,95,1057
5723,1957,205,126
5724,1423,165,1344
5725,30,589,865
5726,942,461,1206
5727,1447,334,42
5728,873,178,611
5729,924,118,416
5730,1925,628,561
5731,354,158,539
5732,1199,99,478
5733,1306,703,1213
5734,1411,512,124
5735,1311,689,1142
5736,1814,704,150
5737,1252,286,1140
5738,675,445,240
5739,1211,559,1222
5740,1199,433,1043
5741,843,747,1026
5742,656,608,1470
5743,1952,606,67
5744,671,560,1129
5745,1648,334,576
5746,80,659,560
5747,702,440,538
5748,134,792,159
5749,672,87,373
5750,824,5,996
5751,1839,126,470
5752,619,311,241
5753,1787,201,102
5754,627,2,1057
5755,1031,272,845
5756,1337,317,1104
5757,423,7,664
5758,1781,656,16
5759,757,28,1358
5760,702,309,1405
5761,1921,14,298
5762,331,682,150
5763,1998,411,395
5764,1584,768,731
5765,334,429,783
5766,921,602,952
5767,402,237,1059
5768,1324,695,770
5769,1498,595,1255
5770,598,463,138
5771,417,609,991
5772,75,519,355
5773,126,762,126
5774,1377,476,1154
5775,628,562,1079
5776,599,80,201
5777,876,443,712
5778,1087,697,655
5779,967,79,279
5780,1345,588,447
5781,83,666,592
5782,352,685,1258
5783,615,457,548
5784,993,321,652
5785,557,64,717
5786,692,144,334
5787,785,272,71
